lPlayer,rPlayer,lScore,rScore,lGames,rGames,datetime,id
Bondarenko S.,Liushnia O.,2,3,"['11', '9', '11', '11', '6']","['13', '11', '3', '3', '11']",12.12. 19:25,OpIkYL21
Onischenko R.,Halimbaiev R.,1,3,"['6', '11', '5', '4']","['11', '6', '11', '11']",12.12. 19:05,AByDeG0P
Gomilko O.,Scherbak A.,3,2,"['11', '9', '8', '12', '11']","['6', '11', '11', '10', '9']",12.12. 18:55,UNIoZ1me
Kyilo V.,Volkov P.,0,3,"['3', '6', '7']","['11', '11', '11']",12.12. 18:35,d8mVWWNO
Kostuk B.,Solomko R.,3,2,"['6', '11', '5', '11', '11']","['11', '4', '11', '8', '9']",12.12. 18:25,jXJszrYl
Kuleshov G.,Lisechko A.,3,2,"['8', '11', '10', '11', '11']","['11', '6', '12', '3', '5']",12.12. 18:05,IHlRXC8I
Liushnia O.,Scherbak A.,3,2,"['11', '11', '9', '9', '11']","['8', '6', '11', '11', '7']",12.12. 17:55,YePxyOIr
Halimbaiev R.,Volkov P.,1,3,"['11', '10', '4', '7']","['9', '12', '11', '11']",12.12. 17:35,jeIUYhgC
Solomko R.,Bondarenko S.,3,1,"['7', '11', '11', '11']","['11', '1', '9', '9']",12.12. 17:25,WnwBu4AR
Lisechko A.,Onischenko R.,2,3,"['11', '16', '6', '14', '4']","['5', '14', '11', '16', '11']",12.12. 17:05,C4JQZYw6
Kostuk B.,Gomilko O.,1,3,"['6', '11', '8', '8']","['11', '8', '11', '11']",12.12. 17:00,xQw7tpeL
Kuleshov G.,Kyilo V.,3,1,"['13', '11', '7', '11']","['11', '4', '11', '4']",12.12. 16:35,IsKMzFOa
Solomko R.,Scherbak A.,3,1,"['11', '4', '11', '12']","['5', '11', '9', '10']",12.12. 16:30,OMZ2sQuF
Lisechko A.,Volkov P.,3,1,"['9', '11', '11', '11']","['11', '7', '6', '3']",12.12. 16:05,4vGIye9g
Gomilko O.,Liushnia O.,1,3,"['11', '9', '10', '8']","['8', '11', '12', '11']",12.12. 15:55,tbpbr6Q8
Kyilo V.,Halimbaiev R.,0,3,"['3', '10', '7']","['11', '12', '11']",12.12. 15:35,MFQDxyfm
Kostuk B.,Bondarenko S.,0,3,"['3', '9', '6']","['11', '11', '11']",12.12. 15:25,27ofqnB2
Kuleshov G.,Onischenko R.,3,2,"['11', '10', '8', '11', '11']","['7', '12', '11', '5', '6']",12.12. 15:05,rPR9wHvs
Solomko R.,Gomilko O.,0,3,"['6', '4', '7']","['11', '11', '11']",12.12. 14:55,z1cCK2Y1
Lisechko A.,Kyilo V.,1,3,"['1', '11', '5', '11']","['11', '8', '11', '13']",12.12. 14:35,GGbteqAE
Bondarenko S.,Scherbak A.,3,0,"['11', '11', '11']","['7', '9', '4']",12.12. 14:25,dAb8LrJe
Onischenko R.,Volkov P.,3,1,"['11', '11', '8', '11']","['5', '7', '11', '7']",12.12. 14:05,xQaxdPf8
Kostuk B.,Liushnia O.,3,2,"['10', '11', '11', '6', '11']","['12', '5', '9', '11', '7']",12.12. 13:55,Eo93MO3k
Kuleshov G.,Halimbaiev R.,3,1,"['7', '11', '11', '11']","['11', '9', '8', '4']",12.12. 13:35,zLLgXuI7
Gomilko O.,Bondarenko S.,0,3,"['8', '8', '9']","['11', '11', '11']",12.12. 13:25,UTBx7UoC
Kyilo V.,Onischenko R.,1,3,"['11', '3', '9', '6']","['4', '11', '11', '11']",12.12. 13:05,vagTTigP
Tkachov S.,Sulim A.,3,0,"['11', '11', '11']","['9', '5', '9']",14.12. 14:25,6TwQSWCG
Lykhytskyi O.,Makarenko R.,2,3,"['9', '11', '11', '5', '10']","['11', '8', '9', '11', '12']",14.12. 14:55,YXb9RdjU
Kyi Y.,Tkachov S.,3,2,"['11', '12', '7', '11', '14']","['8', '14', '11', '5', '12']",14.12. 15:25,AgzFntMu
Lykhytskyi O.,Sulim A.,3,1,"['11', '11', '9', '11']","['5', '6', '11', '8']",14.12. 15:55,OdvJo0yn
Tkachov S.,Makarenko R.,3,1,"['11', '11', '6', '11']","['7', '9', '11', '4']",14.12. 16:25,6LTNpKjh
Kyi Y.,Sulim A.,3,0,"['11', '11', '12']","['7', '8', '10']",14.12. 16:55,pCSRqv6b
Lykhytskyi O.,Tkachov S.,3,2,"['5', '3', '13', '12', '16']","['11', '11', '11', '10', '14']",14.12. 17:25,EoXVrbL4
Sulim A.,Makarenko R.,3,1,"['11', '11', '5', '12']","['6', '5', '11', '10']",14.12. 17:55,hxWZsIzB
Lykhytskyi O.,Kyi Y.,3,2,"['7', '11', '10', '11', '11']","['11', '8', '12', '8', '7']",14.12. 18:25,z1LvsxjH
Soroka V.,Khripun R.,3,0,"['11', '11', '11']","['2', '2', '9']",14.12. 20:00,j1qfYucf
Onischenko R.,Volkov P.,1,3,"['11', '12', '11', '7']","['6', '14', '13', '11']",14.12. 20:05,2eNWNDe8
Kovalenko A.,Semenets S.,3,0,"['11', '11', '11']","['4', '7', '6']",14.12. 20:15,EynpqIS9
Riadynskyi Y.,Mrykh M.,2,3,"['9', '11', '8', '11', '3']","['11', '9', '11', '5', '11']",14.12. 20:30,pOrbXaC0
Lisechko A.,Diachenko I.,2,3,"['12', '11', '7', '9', '5']","['10', '7', '11', '11', '11']",14.12. 20:35,0ttzNXAE
Kunchurov D.,Kryvyi I.,0,3,"['11', '4', '6']","['13', '11', '11']",14.12. 20:45,8C0mrxrG
Kholodkevych V.,Bryzhevatyi O.,0,3,"['6', '5', '9']","['11', '11', '11']",14.12. 20:50,4pas6ND1
Reva Y.,Sokoltsov Y.,2,3,"['7', '11', '8', '12', '9']","['11', '7', '11', '10', '11']",14.12. 20:55,ED51kgkq
Kovpak E.,Obischenko A.,2,3,"['6', '12', '3', '12', '8']","['11', '10', '11', '10', '11']",14.12. 21:00,r911WJR6
Oranskyi I.,Peretiatko A.,2,3,"['11', '6', '11', '7', '7']","['8', '11', '8', '11', '11']",14.12. 21:05,4tqtROkR
Kononikhin V.,Yakimenko S.,3,2,"['11', '11', '7', '9', '11']","['5', '9', '11', '11', '4']",14.12. 21:15,UNjTTQ58
Obukhov V.,Petrivskyi I.,1,3,"['4', '11', '9', '5']","['11', '7', '11', '11']",14.12. 21:20,h2VkZtao
Kobets V.,Ivanov E.,3,1,"['9', '11', '11', '11']","['11', '9', '8', '4']",14.12. 21:25,h445lD4k
Soroka V.,Mrykh M.,0,3,"['7', '7', '8']","['11', '11', '11']",14.12. 21:30,QXj6VwsD
Onischenko R.,Diachenko I.,3,1,"['5', '11', '11', '11']","['11', '7', '9', '8']",14.12. 21:35,hx4355us
Kovalenko A.,Kryvyi I.,3,2,"['11', '5', '8', '11', '11']","['4', '11', '11', '6', '8']",14.12. 21:45,n3aisdcM
Stukalov V.,Ilin O.,2,3,"['14', '8', '15', '9', '5']","['12', '11', '13', '11', '11']",14.12. 21:50,GK2o5sT7
Yushko R.,Bonishchuk T.,3,2,"['4', '11', '7', '11', '13']","['11', '4', '11', '8', '11']",14.12. 21:55,QkpxS4zL
Obischenko A.,Khripun R.,0,3,"['8', '9', '7']","['11', '11', '11']",14.12. 22:00,4OkAUcdJ
Peretiatko A.,Volkov P.,3,1,"['11', '11', '9', '11']","['4', '4', '11', '6']",14.12. 22:05,WS274Pfm
Yakimenko S.,Semenets S.,3,1,"['7', '11', '11', '11']","['11', '8', '5', '9']",14.12. 22:15,URldtGCS
Kholodkevych V.,Petrivskyi I.,3,1,"['11', '10', '11', '11']","['7', '12', '3', '9']",14.12. 22:20,WhUgY0Ei
Reva Y.,Ivanov E.,3,2,"['11', '9', '9', '11', '12']","['4', '11', '11', '7', '10']",14.12. 22:25,zTgAmXJe
Riadynskyi Y.,Kovpak E.,2,3,"['11', '6', '10', '11', '8']","['9', '11', '12', '7', '11']",14.12. 22:30,hvqhgsZJ
Lisechko A.,Oranskyi I.,0,3,"['15', '9', '9']","['17', '11', '11']",14.12. 22:35,l4cC3qAg
Kunchurov D.,Kononikhin V.,3,0,"['11', '13', '11']","['9', '11', '7']",14.12. 22:45,6mtOyzLq
Ilin O.,Bryzhevatyi O.,2,3,"['6', '11', '12', '11', '4']","['11', '4', '14', '9', '11']",14.12. 22:50,0SYcXKTc
Bonishchuk T.,Sokoltsov Y.,-,-,[],[],14.12. 23:05WO,lWcEniZ1
Soroka V.,Obischenko A.,3,1,"['8', '13', '11', '11']","['11', '11', '6', '5']",14.12. 23:00,WUsdh1lQ
Onischenko R.,Peretiatko A.,3,2,"['11', '6', '11', '6', '11']","['7', '11', '9', '11', '4']",14.12. 23:05,SfdG23Pa
Kovalenko A.,Yakimenko S.,3,2,"['11', '13', '12', '11', '11']","['9', '15', '14', '1', '9']",14.12. 23:15,0AuSzfzj
Obukhov V.,Stukalov V.,3,0,"['11', '11', '11']","['7', '7', '7']",14.12. 23:20,vJX1Wvq4
Kobets V.,Yushko R.,3,1,"['11', '11', '8', '11']","['9', '9', '11', '9']",14.12. 23:25,2ZodBzC2
Kovpak E.,Mrykh M.,3,1,"['11', '9', '11', '11']","['7', '11', '8', '8']",14.12. 23:30,xCKOmLds
Oranskyi I.,Diachenko I.,2,3,"['7', '9', '11', '11', '7']","['11', '11', '9', '7', '11']",14.12. 23:35,MHeK1Nv6
Kononikhin V.,Kryvyi I.,2,3,"['11', '11', '6', '11', '9']","['6', '13', '11', '4', '11']",14.12. 23:50,v1vWZDkd
Kholodkevych V.,Ilin O.,0,3,"['6', '3', '2']","['11', '11', '11']",14.12. 23:50,MsN6VbbA
Reva Y.,Bonishchuk T.,-,-,[],[],14.12. 23:55WO,tQp0AfR8
Riadynskyi Y.,Khripun R.,3,2,"['7', '12', '11', '7', '11']","['11', '10', '6', '11', '3']",15.12. 00:00,jFOSnuCm
Lisechko A.,Volkov P.,3,1,"['10', '11', '11', '11']","['12', '3', '5', '4']",15.12. 00:05,MLV7Mrbr
Kunchurov D.,Semenets S.,3,0,"['11', '11', '11']","['6', '4', '7']",15.12. 00:15,8EkXSpLE
Stukalov V.,Petrivskyi I.,1,3,"['11', '3', '7', '13']","['6', '11', '11', '15']",15.12. 00:20,YHQAUIDG
Yushko R.,Ivanov E.,3,2,"['9', '11', '9', '11', '11']","['11', '7', '11', '7', '4']",15.12. 00:25,My2c9EtF
Soroka V.,Kovpak E.,3,0,"['11', '11', '11']","['8', '5', '6']",15.12. 00:30,pxOWoaRg
Onischenko R.,Oranskyi I.,0,3,"['4', '13', '8']","['11', '15', '11']",15.12. 00:35,zLaO0sfC
Kovalenko A.,Kononikhin V.,0,3,"['9', '4', '4']","['11', '11', '11']",15.12. 00:45,GINEbcSd
Obukhov V.,Bryzhevatyi O.,3,2,"['10', '11', '6', '12', '11']","['12', '7', '11', '10', '6']",15.12. 00:50,SvQETxTM
Kobets V.,Sokoltsov Y.,3,1,"['11', '10', '15', '11']","['7', '12', '13', '7']",15.12. 00:55,0S018YeL
Riadynskyi Y.,Obischenko A.,3,2,"['11', '5', '11', '4', '11']","['8', '11', '6', '11', '4']",15.12. 01:00,OSMzoJt0
Lisechko A.,Peretiatko A.,1,3,"['12', '8', '9', '5']","['10', '11', '11', '11']",15.12. 01:05,IqkTa19I
Kunchurov D.,Yakimenko S.,3,1,"['6', '11', '11', '11']","['11', '8', '5', '8']",15.12. 01:20,f9MIcHs3
Kholodkevych V.,Stukalov V.,3,2,"['9', '7', '11', '11', '12']","['11', '11', '5', '5', '10']",15.12. 01:20,6VOISdrT
Reva Y.,Yushko R.,2,3,"['10', '6', '12', '11', '0']","['12', '11', '10', '9', '11']",15.12. 01:25,fk057hBR
Mrykh M.,Khripun R.,1,3,"['6', '14', '5', '12']","['11', '12', '11', '14']",15.12. 01:30,4vvYqwd6
Diachenko I.,Volkov P.,1,3,"['9', '3', '11', '9']","['11', '11', '9', '11']",15.12. 01:35,dzlXbLOO
Kryvyi I.,Semenets S.,1,3,"['14', '11', '14', '9']","['16', '1', '16', '11']",15.12. 01:45,lWLMdyc9
Obukhov V.,Ilin O.,0,3,"['9', '3', '6']","['11', '11', '11']",15.12. 01:50,nP6oOGjp
Kobets V.,Bonishchuk T.,-,-,[],[],15.12. 01:55WO,WAiX2CJr
Soroka V.,Riadynskyi Y.,0,3,"['5', '7', '9']","['11', '11', '11']",15.12. 02:00,rVxxqcBC
Onischenko R.,Lisechko A.,1,3,"['6', '5', '11', '4']","['11', '11', '6', '11']",15.12. 02:05,OtxFN41P
Kovalenko A.,Kunchurov D.,3,0,"['13', '11', '11']","['11', '9', '9']",15.12. 02:15,06PQeeCF
Petrivskyi I.,Bryzhevatyi O.,3,2,"['11', '11', '9', '4', '11']","['8', '6', '11', '11', '8']",15.12. 02:20,QF5kNz6j
Ivanov E.,Sokoltsov Y.,3,2,"['11', '11', '1', '13', '11']","['13', '2', '11', '11', '6']",15.12. 02:25,EZtx2WYl
Kovpak E.,Khripun R.,1,3,"['8', '11', '8', '4']","['11', '8', '11', '11']",15.12. 02:30,xhxtrHQI
Oranskyi I.,Volkov P.,1,3,"['10', '6', '11', '5']","['12', '11', '7', '11']",15.12. 02:35,QkOtJO9t
Kononikhin V.,Semenets S.,3,1,"['10', '11', '11', '11']","['12', '8', '4', '7']",15.12. 02:45,rVEVfFRL
Kholodkevych V.,Obukhov V.,2,3,"['11', '6', '11', '11', '6']","['7', '11', '7', '13', '11']",15.12. 02:50,vJgXoKri
Reva Y.,Kobets V.,2,3,"['8', '11', '4', '13', '6']","['11', '7', '11', '11', '11']",15.12. 02:55,hQut1jle
Obischenko A.,Mrykh M.,3,2,"['11', '9', '8', '11', '11']","['7', '11', '11', '5', '6']",15.12. 03:00,lU49Qleo
Peretiatko A.,Diachenko I.,0,3,"['9', '6', '9']","['11', '11', '11']",15.12. 03:05,8EDoIrPn
Yakimenko S.,Kryvyi I.,1,3,"['11', '8', '4', '7']","['3', '11', '11', '11']",15.12. 03:15,MLDZgZtS
Stukalov V.,Bryzhevatyi O.,1,3,"['6', '7', '11', '5']","['11', '11', '3', '11']",15.12. 03:20,hMcyovbc
Yushko R.,Sokoltsov Y.,3,0,"['11', '11', '11']","['6', '6', '5']",15.12. 03:25,Mapp0A31
Kapinus R.,Lazuryk D.,3,2,"['6', '11', '7', '11', '13']","['11', '2', '11', '8', '11']",15.12. 03:30,MHHkH2vg
Shapoval A.,Kuleshov G.,3,0,"['11', '11', '11']","['8', '8', '9']",15.12. 03:35,hQ3JvrKQ
Alieksieev O.,Ishchuk V.,3,1,"['11', '11', '11', '11']","['13', '6', '7', '7']",15.12. 03:40,dvOKJtr1
Ilin O.,Petrivskyi I.,1,3,"['7', '11', '9', '9']","['11', '9', '11', '11']",15.12. 03:50,zomtpbD3
Bonishchuk T.,Ivanov E.,-,-,[],[],15.12. 03:55WO,0jqlaUI7
Zhyrnov O.,Vlasenko V.,1,3,"['10', '11', '9', '10']","['12', '8', '11', '12']",15.12. 04:00,zPZBL2Dl
Balakiriev M.,Lytvynov V.,3,1,"['11', '10', '11', '11']","['6', '12', '9', '7']",15.12. 04:05,fZkoz2Ss
Sklyarenko A.,Kolbasenko O.,3,0,"['14', '15', '11']","['12', '13', '4']",15.12. 04:20,44NOI0c7
Makarenko R.,Kaminskiy S.,3,2,"['10', '11', '11', '5', '11']","['12', '8', '7', '11', '9']",15.12. 04:25,UHcxdb7i
Kurischenko Y.,Lazuryk D.,2,3,"['11', '10', '7', '11', '9']","['8', '12', '11', '6', '11']",15.12. 04:30,ImPGKMSf
Hasan Y.,Khakhamidi P.,3,2,"['7', '11', '9', '11', '13']","['11', '7', '11', '9', '11']",15.12. 04:35,CApjZLsl
Zaporozhets O.,Merzlikin V.,0,3,"['2', '7', '8']","['11', '11', '11']",15.12. 04:40,reMSHKCD
Tkachov S.,Sulim A.,3,2,"['11', '9', '10', '11', '11']","['7', '11', '12', '8', '9']",15.12. 04:55,88dteIMc
Kapinus R.,Zhyrnov O.,1,3,"['8', '14', '9', '11']","['11', '12', '11', '13']",15.12. 05:00,GvHgGMga
Shapoval A.,Lytvynov V.,2,3,"['9', '11', '11', '5', '8']","['11', '3', '5', '11', '11']",15.12. 05:05,Mij3mRKl
Alieksieev O.,Kolbasenko O.,0,3,"['6', '4', '8']","['11', '11', '11']",15.12. 05:10,08xPV1gn
Kyi Y.,Lykhytskyi O.,0,3,"['6', '9', '8']","['11', '11', '11']",15.12. 05:25,2Vepfxx4
Kurischenko Y.,Vlasenko V.,2,3,"['9', '11', '11', '8', '9']","['11', '4', '7', '11', '11']",15.12. 05:30,fVFcFt95
Khakhamidi P.,Kuleshov G.,3,0,"['12', '11', '11']","['10', '9', '7']",15.12. 05:35,4Gu8noze
Merzlikin V.,Ishchuk V.,2,3,"['12', '9', '7', '11', '9']","['10', '11', '11', '8', '11']",15.12. 05:40,UssTUL8h
Makarenko R.,Sulim A.,3,1,"['2', '11', '14', '11']","['11', '8', '12', '7']",15.12. 05:55,GYalgdiA
Zhyrnov O.,Lazuryk D.,2,3,"['5', '11', '11', '8', '7']","['11', '9', '8', '11', '11']",15.12. 06:00,C6A2E0OB
Balakiriev M.,Hasan Y.,1,3,"['3', '11', '4', '6']","['11', '8', '11', '11']",15.12. 06:05,r7vCo5k1
Sklyarenko A.,Zaporozhets O.,0,3,"['10', '9', '8']","['12', '11', '11']",15.12. 06:10,8YuXTuOb
Lykhytskyi O.,Kaminskiy S.,3,0,"['12', '12', '11']","['10', '10', '1']",15.12. 06:25,bckghG6G
Kapinus R.,Vlasenko V.,2,3,"['13', '10', '11', '11', '10']","['15', '12', '9', '6', '12']",15.12. 06:30,jc96DKwI
Shapoval A.,Khakhamidi P.,0,3,"['3', '2', '5']","['11', '11', '11']",15.12. 06:35,CtqGpP47
Alieksieev O.,Merzlikin V.,0,3,"['14', '8', '9']","['16', '11', '11']",15.12. 06:40,jcVyTaw5
Tkachov S.,Kyi Y.,3,2,"['11', '7', '4', '11', '11']","['7', '11', '11', '8', '7']",15.12. 06:55,zNCMzlyq
Kurischenko Y.,Zhyrnov O.,2,3,"['11', '9', '9', '11', '8']","['8', '11', '11', '9', '11']",15.12. 07:00,pK8ACvgO
Hasan Y.,Lytvynov V.,0,3,"['9', '9', '3']","['11', '11', '11']",15.12. 07:05,jXsKqqKD
Zaporozhets O.,Kolbasenko O.,3,0,"['11', '11', '11']","['4', '3', '7']",15.12. 07:10,40ZuSJhB
Shmyndra Y.,Chepurnyi A.,1,3,"['8', '4', '11', '8']","['11', '11', '8', '11']",15.12. 07:20,p00Bt4kE
Makarenko R.,Lykhytskyi O.,2,3,"['8', '11', '4', '11', '9']","['11', '4', '11', '8', '11']",15.12. 07:25,rmCQZ7jk
Vlasenko V.,Lazuryk D.,3,1,"['11', '11', '6', '11']","['7', '9', '11', '9']",15.12. 07:30,dfCEBb8U
Balakiriev M.,Kuleshov G.,0,3,"['7', '7', '4']","['11', '11', '11']",15.12. 07:35,f580hyOD
Sklyarenko A.,Ishchuk V.,0,3,"['8', '8', '8']","['11', '11', '11']",15.12. 07:40,bNYqRw8H
Lukatsky A.,Levshyn A.,1,3,"['9', '11', '6', '10']","['11', '8', '11', '12']",15.12. 07:50,b34FuO4K
Kyi Y.,Sulim A.,3,1,"['9', '11', '11', '11']","['11', '7', '3', '5']",15.12. 07:55,MwBUYR5e
Kurischenko Y.,Kapinus R.,3,0,"['11', '11', '11']","['9', '6', '8']",15.12. 08:00,MHwLWsvt
Shapoval A.,Hasan Y.,1,3,"['7', '11', '3', '5']","['11', '8', '11', '11']",15.12. 08:05,88C4iewK
Alieksieev O.,Zaporozhets O.,3,2,"['11', '11', '7', '12', '11']","['8', '5', '11', '14', '6']",15.12. 08:10,xEXmQcNN
Klim V.,Chepurnyi A.,3,2,"['9', '12', '11', '11', '11']","['11', '10', '13', '6', '9']",15.12. 08:20,f5W6tJ74
Tkachov S.,Kaminskiy S.,3,1,"['11', '5', '11', '11']","['9', '11', '5', '5']",15.12. 08:25,420ZXoL1
Balakiriev M.,Khakhamidi P.,1,3,"['11', '6', '8', '10']","['6', '11', '11', '12']",15.12. 08:35,2VB8jFhQ
Sklyarenko A.,Merzlikin V.,3,1,"['7', '11', '12', '13']","['11', '5', '10', '11']",15.12. 08:40,4z4pPHxU
Shmyndra Y.,Lukatsky A.,3,1,"['9', '12', '11', '12']","['11', '10', '5', '10']",15.12. 08:50,OvyBuwNA
Makarenko R.,Kyi Y.,0,3,"['4', '2', '4']","['11', '11', '11']",15.12. 08:55,I54wX5z8
Lytvynov V.,Kuleshov G.,1,3,"['5', '11', '8', '9']","['11', '6', '11', '11']",15.12. 09:10,4vbznZ0s
Kolbasenko O.,Ishchuk V.,3,0,"['11', '11', '11']","['6', '7', '8']",15.12. 09:10,6qjCKyoo
Klim V.,Levshyn A.,3,0,"['11', '11', '11']","['7', '7', '9']",15.12. 09:20,2VZEvcxH
Tkachov S.,Lykhytskyi O.,3,0,"['11', '11', '11']","['5', '9', '2']",15.12. 09:25,W8hLekD8
Shapoval A.,Balakiriev M.,2,3,"['11', '4', '11', '7', '9']","['9', '11', '9', '11', '11']",15.12. 09:35,pjFXpgGm
Alieksieev O.,Sklyarenko A.,2,3,"['11', '9', '13', '4', '5']","['9', '11', '11', '11', '11']",15.12. 09:40,KnvfqLNo
Lukatsky A.,Chepurnyi A.,2,3,"['11', '11', '11', '9', '7']","['13', '3', '8', '11', '11']",15.12. 09:50,pfPJwHiN
Sulim A.,Kaminskiy S.,1,3,"['7', '8', '12', '13']","['11', '11', '10', '15']",15.12. 09:55,AaiPf9SE
Hasan Y.,Kuleshov G.,3,1,"['4', '11', '11', '11']","['11', '6', '6', '7']",15.12. 10:05,OtEypDVg
Zaporozhets O.,Ishchuk V.,3,2,"['6', '11', '11', '8', '11']","['11', '9', '8', '11', '9']",15.12. 10:10,Ykrbruwh
Shmyndra Y.,Levshyn A.,2,3,"['9', '11', '6', '11', '4']","['11', '8', '11', '7', '11']",15.12. 10:25,dUSNxy7T
Makarenko R.,Tkachov S.,3,1,"['5', '11', '11', '11']","['11', '8', '4', '8']",15.12. 10:25,SznUgTsL
Khakhamidi P.,Lytvynov V.,1,3,"['6', '5', '11', '9']","['11', '11', '9', '11']",15.12. 10:35,I3DuqXp0
Merzlikin V.,Kolbasenko O.,3,0,"['11', '17', '12']","['8', '15', '10']",15.12. 10:40,GEX2sahb
Kyi Y.,Kaminskiy S.,0,3,"['8', '6', '4']","['11', '11', '11']",15.12. 10:55,6RpYhmcR
Levshyn A.,Chepurnyi A.,2,3,"['10', '11', '11', '5', '5']","['12', '2', '7', '11', '11']",15.12. 11:20,E9FkYfFp
Lykhytskyi O.,Sulim A.,3,2,"['13', '8', '11', '9', '11']","['11', '11', '6', '11', '8']",15.12. 11:25,O6Xal75r
Klim V.,Shmyndra Y.,3,0,"['11', '11', '12']","['9', '8', '10']",15.12. 11:50,h0EgXEUj
Rybachuk R.,Berezynskyi S.,3,0,"['11', '11', '11']","['9', '2', '9']",14.12. 13:55,Qui3JkYB
Fashchevskyi I.,Sinickiu I.,1,3,"['11', '9', '7', '7']","['7', '11', '11', '11']",14.12. 13:35,zsisqqWn
Kunynets S.,Tsolik P.,3,0,"['11', '11', '13']","['6', '3', '11']",14.12. 13:30,2gMSPLVO
Semeniuk I.,Lugovskyi S.,2,3,"['10', '3', '11', '11', '4']","['12', '11', '8', '8', '11']",14.12. 13:15,d6naKVI5
Zhuravlov M.,Dziabura O.,3,1,"['11', '12', '8', '12']","['7', '10', '11', '10']",14.12. 13:05,I5dxpPGt
Levytskyi M.,Vakarash R.,0,3,"['5', '6', '7']","['11', '11', '11']",14.12. 13:00,483PQ1GI
Semeniuk I.,Berezynskyi S.,0,3,"['9', '10', '9']","['11', '12', '11']",14.12. 12:45,IFmeLB3a
Fashchevskyi I.,Guchok A.,3,2,"['11', '6', '15', '9', '13']","['9', '11', '13', '11', '11']",14.12. 12:35,GdAAl58P
Rybachuk R.,Lugovskyi S.,3,2,"['6', '8', '11', '11', '11']","['11', '11', '6', '9', '2']",14.12. 12:15,zibjMilg
Dziabura O.,Sinickiu I.,3,2,"['11', '8', '9', '11', '11']","['5', '11', '11', '5', '7']",14.12. 12:05,MqEKRs1C
Lugovskyi S.,Berezynskyi S.,3,2,"['10', '7', '11', '11', '11']","['12', '11', '6', '9', '4']",14.12. 11:45,4zUiQ0kR
Zhuravlov M.,Guchok A.,1,3,"['8', '11', '5', '7']","['11', '9', '11', '11']",14.12. 11:45,rgFGSNo6
Tytyunnik O.,Kubrak S.,3,2,"['9', '7', '11', '11', '11']","['11', '11', '4', '5', '1']",14.12. 10:35,SQfrODJt
Volokhov V.,Puhach P.,3,1,"['11', '8', '11', '11']","['3', '11', '5', '7']",14.12. 10:35,MmfnNXYn
Kubrak S.,Volokhov V.,3,2,"['9', '5', '12', '17', '12']","['11', '11', '10', '15', '10']",14.12. 09:55,j1XEutkE
Tytyunnik O.,Derevianko A.,0,3,"['8', '10', '11']","['11', '12', '13']",14.12. 09:50,4bCvHdCD
Derevianko A.,Puhach P.,3,0,"['11', '11', '11']","['7', '8', '2']",14.12. 09:20,Q7DzIxc7
Tytyunnik O.,Volokhov V.,1,3,"['8', '8', '11', '7']","['11', '11', '7', '11']",14.12. 09:20,WpEWIIs1
Butkov M.,Grushko V.,1,3,"['12', '4', '8', '17']","['10', '11', '11', '19']",14.12. 09:10,dECbdkCt
Zapletniuk A.,Isaev A.,2,3,"['9', '13', '11', '11', '3']","['11', '15', '6', '7', '11']",14.12. 08:55,0zT6dQ8m
Ivanchatenko V.,Gergeliuk S.,2,3,"['6', '11', '12', '11', '4']","['11', '7', '10', '13', '11']",14.12. 08:50,hhWNRE3d
Kubrak S.,Derevianko A.,1,3,"['7', '9', '11', '8']","['11', '11', '7', '11']",14.12. 08:45,IsASJbSf
Tytyunnik O.,Puhach P.,2,3,"['6', '12', '7', '11', '9']","['11', '10', '11', '9', '11']",14.12. 08:40,zJKNKvDl
Naida O.,Zaychenko V.,3,2,"['11', '8', '11', '12', '11']","['13', '11', '6', '10', '8']",14.12. 08:35,f5QW0V3P
Myrza A.,Golomozyk K.,1,3,"['11', '9', '7', '9']","['4', '11', '11', '11']",14.12. 08:20,MqU2c6gs
Semenenko A.,Matviienko S.,3,2,"['14', '1', '7', '11', '11']","['12', '11', '11', '4', '7']",14.12. 08:15,E1XJSflj
Derevianko A.,Volokhov V.,3,1,"['11', '11', '11', '11']","['13', '6', '6', '6']",14.12. 08:10,QqVmRtzL
Kubrak S.,Puhach P.,3,0,"['11', '11', '11']","['8', '8', '8']",14.12. 08:10,rLuqSMKE
Zaychenko V.,Butkov M.,3,1,"['6', '11', '11', '11']","['11', '4', '9', '5']",14.12. 08:00,ImslxnRO
Golomozyk K.,Zapletniuk A.,3,0,"['11', '11', '11']","['9', '3', '5']",14.12. 07:45,Uixy2noQ
Matviienko S.,Ivanchatenko V.,3,2,"['11', '5', '9', '11', '11']","['6', '11', '11', '9', '8']",14.12. 07:40,pSSFTzZq
Naida O.,Presnyakov M.,1,3,"['7', '17', '5', '8']","['11', '15', '11', '11']",14.12. 07:25,vcrpwSBI
Myrza A.,Tsyhanenko V.,3,1,"['4', '13', '11', '12']","['11', '11', '4', '10']",14.12. 07:10,j1wX2SVJ
Semenenko A.,Sereda V.,3,0,"['11', '15', '11']","['5', '13', '5']",14.12. 07:10,rJtlYGQS
Presnyakov M.,Grushko V.,3,1,"['11', '14', '11', '12']","['6', '16', '5', '10']",14.12. 07:00,pzqtv8dC
Sereda V.,Gergeliuk S.,2,3,"['11', '11', '10', '9', '7']","['2', '5', '12', '11', '11']",14.12. 06:40,0fiqZdBM
Tsyhanenko V.,Isaev A.,3,0,"['11', '11', '11']","['1', '5', '7']",14.12. 06:35,ldalvqgJ
